Latitude (decimal degrees):	28.482
Longitude (decimal degrees):	-16.306
Elevation (m):	503
Radiation database:	PVGIS-SARAH3


Slope: 26 deg. (optimum)
Azimuth: -1 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	5.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230325:0309,0.0,0.0,0.0,18.89,0.76,0.0
20230325:0409,0.0,0.0,0.0,18.78,0.9,0.0
20230325:0509,0.0,0.0,0.0,18.8,1.03,0.0
20230325:0609,0.0,0.0,0.0,18.68,1.31,0.0
20230325:0709,0.0,0.0,0.0,18.5,1.59,0.0
20230325:0809,685.55,202.22,13.44,18.48,1.79,0.0
20230325:0909,1866.3,472.11,26.45,18.65,2.14,0.0
20230325:1009,2878.05,726.91,38.97,19.07,2.14,0.0
20230325:1109,3606.45,925.89,50.42,18.91,2.34,0.0
20230325:1209,4130.0,1071.15,59.43,18.74,2.83,0.0
20230325:1309,4260.45,1099.21,63.33,18.63,3.45,0.0
20230325:1409,4077.2,1044.96,60.04,18.59,3.45,0.0
20230325:1509,3607.0,916.7,51.36,18.67,2.97,0.0
20230325:1609,2833.85,710.58,40.07,18.81,2.62,0.0
20230325:1709,1858.5,469.09,27.61,18.91,2.48,0.0
20230325:1809,714.85,207.44,14.63,18.91,2.55,0.0
20230325:1909,0.0,0.0,0.0,18.85,2.34,0.0
20230325:2009,0.0,0.0,0.0,18.89,2.0,0.0
20230325:2109,0.0,0.0,0.0,18.97,1.79,0.0
20230325:2209,0.0,0.0,0.0,19.0,1.93,0.0
20230325:2309,0.0,0.0,0.0,18.99,1.45,0.0
20230326:0009,0.0,0.0,0.0,18.9,1.52,0.0
20230326:0109,0.0,0.0,0.0,18.75,2.0,0.0
20230326:0209,0.0,0.0,0.0,18.61,2.41,0.0
20230326:0309,0.0,0.0,0.0,18.43,2.97,0.0
20230326:0409,0.0,0.0,0.0,18.22,2.9,0.0
20230326:0509,0.0,0.0,0.0,18.17,2.34,0.0
20230326:0609,0.0,0.0,0.0,18.31,1.86,0.0
20230326:0709,0.0,0.0,0.0,18.51,2.07,0.0
20230326:0809,707.5,208.18,13.7,18.77,2.21,0.0
20230326:0909,1878.1,474.86,26.72,19.1,2.48,0.0
20230326:1009,2932.05,732.83,39.27,19.03,3.17,0.0
20230326:1109,3633.35,920.88,50.75,18.72,3.24,0.0
20230326:1209,4003.8,1022.72,59.81,18.59,3.59,0.0
20230326:1309,3733.25,950.97,63.73,18.59,3.52,0.0
20230326:1409,4101.65,1049.47,60.36,18.31,3.52,0.0
20230326:1509,3021.25,752.78,51.59,18.09,3.72,0.0
20230326:1609,2902.25,718.13,40.24,18.05,3.72,0.0
20230326:1709,1878.35,468.41,27.74,17.95,3.79,0.0
20230326:1809,652.35,186.05,14.75,17.88,3.79,0.0
20230326:1909,0.0,1.85,1.58,17.84,3.24,0.0
20230326:2009,0.0,0.0,0.0,17.9,2.69,0.0
20230326:2109,0.0,0.0,0.0,18.04,2.28,0.0
20230326:2209,0.0,0.0,0.0,18.22,2.48,0.0
20230326:2309,0.0,0.0,0.0,18.13,1.66,0.0
20230327:0009,0.0,0.0,0.0,17.98,1.52,0.0
20230327:0109,0.0,0.0,0.0,17.94,1.45,0.0
20230327:0209,0.0,0.0,0.0,18.03,1.52,0.0
20230327:0309,0.0,0.0,0.0,18.2,1.59,0.0
20230327:0409,0.0,0.0,0.0,18.29,1.79,0.0
20230327:0509,0.0,0.0,0.0,18.36,1.66,0.0
20230327:0609,0.0,0.0,0.0,18.48,1.45,0.0
20230327:0709,0.0,0.0,0.0,18.68,1.31,0.0
20230327:0809,725.75,214.08,13.96,18.92,1.17,0.0
20230327:0909,1889.4,481.24,26.99,19.08,1.52,0.0
20230327:1009,2914.1,740.03,39.56,19.24,1.86,0.0
20230327:1109,3578.95,939.76,51.09,19.04,1.17,0.0
20230327:1209,4044.5,1085.7,60.2,18.97,1.17,0.0
20230327:1309,4105.2,1105.8,64.12,19.19,1.24,0.0
20230327:1409,3961.25,1057.56,60.67,19.56,1.38,0.0
20230327:1509,3545.0,927.22,51.82,19.85,1.52,0.0
20230327:1609,2839.8,727.93,40.4,19.97,1.38,0.0
20230327:1709,1873.15,481.04,27.88,19.99,1.1,0.0
20230327:1809,733.6,216.62,14.87,20.02,0.62,0.0
20230327:1909,0.0,2.78,1.7,20.11,0.21,0.0
20230327:2009,0.0,0.0,0.0,19.88,0.48,0.0
20230327:2109,0.0,0.0,0.0,20.48,0.97,0.0
20230327:2209,0.0,0.0,0.0,20.18,1.79,0.0
20230327:2309,0.0,0.0,0.0,19.83,1.45,0.0
20230328:0009,0.0,0.0,0.0,19.45,1.45,0.0
20230328:0109,0.0,0.0,0.0,19.4,1.52,0.0
20230328:0209,0.0,0.0,0.0,19.58,1.31,0.0
20230328:0309,0.0,0.0,0.0,19.89,1.03,0.0
20230328:0409,0.0,0.0,0.0,19.54,0.83,0.0
20230328:0509,0.0,0.0,0.0,19.62,0.76,0.0
20230328:0609,0.0,0.0,0.0,19.9,0.69,0.0
20230328:0709,0.0,0.0,0.0,20.57,0.55,0.0
20230328:0809,750.15,223.13,14.22,20.66,0.69,0.0
20230328:0909,1938.95,497.96,27.26,19.99,1.17,0.0
20230328:1009,2941.6,749.12,39.85,19.94,2.0,0.0
20230328:1109,3661.85,954.52,51.42,19.7,1.86,0.0
20230328:1209,4115.9,1089.75,60.58,19.77,2.07,0.0
20230328:1309,4235.15,1121.54,64.51,19.82,2.34,0.0
20230328:1409,4105.8,1077.97,60.99,20.03,2.55,0.0
20230328:1509,3657.9,945.45,52.04,20.12,2.48,0.0
20230328:1609,2937.15,747.4,40.57,20.29,2.21,0.0
20230328:1709,1961.7,500.61,28.01,20.36,2.14,0.0
20230328:1809,785.95,232.39,14.99,20.27,2.34,0.0
20230328:1909,0.0,3.71,1.82,19.91,2.41,0.0
20230328:2009,0.0,0.0,0.0,19.78,2.76,0.0
20230328:2109,0.0,0.0,0.0,19.83,2.76,0.0
20230328:2209,0.0,0.0,0.0,19.93,3.45,0.0
20230328:2309,0.0,0.0,0.0,19.9,3.17,0.0
20230329:0009,0.0,0.0,0.0,19.87,3.17,0.0
20230329:0109,0.0,0.0,0.0,19.8,3.31,0.0
20230329:0209,0.0,0.0,0.0,19.78,3.45,0.0
20230329:0309,0.0,0.0,0.0,19.82,3.31,0.0
20230329:0409,0.0,0.0,0.0,19.84,2.9,0.0
20230329:0509,0.0,0.0,0.0,19.7,2.28,0.0
20230329:0609,0.0,0.0,0.0,19.67,1.79,0.0
20230329:0709,0.0,0.0,0.0,19.95,1.72,0.0
20230329:0809,771.95,227.51,14.47,20.23,1.93,0.0
20230329:0909,1965.15,500.6,27.52,20.55,2.41,0.0
20230329:1009,2992.95,756.01,40.14,20.64,3.1,0.0
20230329:1109,3703.9,956.53,51.75,20.29,2.69,0.0
20230329:1209,4169.45,1102.09,60.96,20.35,2.41,0.0
20230329:1309,4222.3,1128.1,64.9,20.63,2.14,0.0
20230329:1409,4029.25,1077.66,61.3,20.99,1.79,0.0
20230329:1509,3567.65,939.49,52.26,21.31,1.66,0.0
20230329:1609,2864.7,734.56,40.73,21.45,2.0,0.0
20230329:1709,1926.15,489.57,28.14,21.18,3.31,0.0
20230329:1809,749.1,219.74,15.11,20.71,4.0,0.0
20230329:1909,0.0,3.71,1.93,20.5,3.59,0.0
20230329:2009,0.0,0.0,0.0,20.49,3.03,0.0
20230329:2109,0.0,0.0,0.0,20.5,2.97,0.0
20230329:2209,0.0,0.0,0.0,20.72,3.24,0.0
20230329:2309,0.0,0.0,0.0,20.57,2.55,0.0
20230330:0009,0.0,0.0,0.0,20.79,1.72,0.0
20230330:0109,0.0,0.0,0.0,21.8,1.31,0.0
20230330:0209,0.0,0.0,0.0,21.68,1.24,0.0
20230330:0309,0.0,0.0,0.0,21.48,1.31,0.0
20230330:0409,0.0,0.0,0.0,20.81,1.17,0.0
20230330:0509,0.0,0.0,0.0,20.56,1.17,0.0
20230330:0609,0.0,0.0,0.0,20.31,1.1,0.0
20230330:0709,0.0,0.0,0.0,20.19,0.97,0.0
20230330:0809,747.45,219.54,14.73,20.18,1.17,0.0
20230330:0909,1895.3,483.56,27.79,20.15,1.86,0.0
20230330:1009,2870.15,738.92,40.43,20.42,1.31,0.0
20230330:1109,3587.6,945.16,52.07,20.32,1.38,0.0
20230330:1209,4032.5,1088.33,61.34,20.56,1.31,0.0
20230330:1309,4000.3,1088.87,65.29,21.01,1.1,0.0
20230330:1409,3767.85,1026.43,61.61,21.41,0.76,0.0
20230330:1509,3345.2,887.9,52.48,21.7,1.03,0.0
20230330:1609,2631.3,674.63,40.89,22.0,1.93,0.0
20230330:1709,1631.7,418.24,28.27,21.75,2.41,0.0
20230330:1809,622.35,180.47,15.22,21.28,2.14,0.0
20230330:1909,0.0,4.64,2.05,21.59,1.52,0.0
20230330:2009,0.0,0.0,0.0,21.35,0.9,0.0
20230330:2109,0.0,0.0,0.0,21.47,0.55,0.0
20230330:2209,0.0,0.0,0.0,22.0,0.97,0.0
20230330:2309,0.0,0.0,0.0,21.8,0.28,0.0
20230331:0009,0.0,0.0,0.0,21.89,0.14,0.0
20230331:0109,0.0,0.0,0.0,22.01,0.21,0.0
20230331:0209,0.0,0.0,0.0,21.95,0.83,0.0
20230331:0309,0.0,0.0,0.0,21.83,1.1,0.0
20230331:0409,0.0,0.0,0.0,21.48,1.03,0.0
20230331:0509,0.0,0.0,0.0,20.75,0.83,0.0
20230331:0609,0.0,0.0,0.0,20.35,0.76,0.0
20230331:0709,0.0,3.84,1.81,20.15,0.76,0.0
20230331:0809,735.05,215.05,14.98,20.3,0.69,0.0
20230331:0909,1838.65,472.19,28.05,20.62,1.31,0.0
20230331:1009,2872.7,730.9,40.72,20.88,2.34,0.0
20230331:1109,3598.4,939.4,52.4,20.82,2.0,0.0
20230331:1209,4092.15,1092.71,61.72,20.39,1.79,0.0
20230331:1309,4142.65,1099.39,65.68,20.33,2.21,0.0
20230331:1409,3929.8,1031.41,61.91,20.54,2.41,0.0
20230331:1509,3443.7,890.87,52.69,20.71,2.28,0.0
20230331:1609,2685.7,681.6,41.05,20.8,2.34,0.0
20230331:1709,1694.2,432.58,28.4,20.77,2.28,0.0
20230331:1809,636.8,184.41,15.34,20.56,1.93,0.0
20230331:1909,0.0,4.64,2.16,20.25,1.31,0.0
20230331:2009,0.0,0.0,0.0,20.04,1.24,0.0
20230331:2109,0.0,0.0,0.0,19.93,1.24,0.0
20230331:2209,0.0,0.0,0.0,19.92,2.0,0.0
20230331:2309,0.0,0.0,0.0,19.83,0.76,0.0
20230401:0009,0.0,0.0,0.0,19.73,0.62,0.0
20230401:0109,0.0,0.0,0.0,19.69,0.69,0.0
20230401:0209,0.0,0.0,0.0,19.6,0.55,0.0
20230401:0309,0.0,0.0,0.0,19.54,0.34,0.0
20230401:0409,0.0,0.0,0.0,19.47,0.41,0.0
20230401:0509,0.0,0.0,0.0,19.41,0.76,0.0
20230401:0609,0.0,0.0,0.0,19.35,1.1,0.0
20230401:0709,0.0,4.8,2.06,19.32,1.31,0.0
20230401:0809,774.5,225.11,15.24,19.39,1.45,0.0
20230401:0909,1931.7,491.46,28.31,19.48,1.79,0.0
20230401:1009,2946.7,748.23,41.0,19.84,2.21,0.0
20230401:1109,3610.8,954.05,52.72,19.8,1.17,0.0
20230401:1209,4100.5,1096.84,62.09,19.71,1.59,0.0
20230401:1309,4255.4,1121.91,66.07,19.63,2.55,0.0
20230401:1409,4126.9,1064.79,62.21,19.42,3.45,0.0
20230401:1509,3680.8,932.74,52.9,19.14,3.59,0.0
20230401:1609,2969.5,739.97,41.21,18.94,3.59,0.0
20230401:1709,1992.2,500.8,28.53,18.8,3.38,0.0
20230401:1809,789.0,232.18,15.45,18.65,3.17,0.0
20230401:1909,3.15,7.42,2.28,18.52,3.31,0.0
20230401:2009,0.0,0.0,0.0,18.38,3.17,0.0
20230401:2109,0.0,0.0,0.0,18.33,3.24,0.0
20230401:2209,0.0,0.0,0.0,18.25,2.69,0.0
20230401:2309,0.0,0.0,0.0,18.2,1.93,0.0
20230402:0009,0.0,0.0,0.0,18.11,2.0,0.0
20230402:0109,0.0,0.0,0.0,18.09,2.41,0.0
20230402:0209,0.0,0.0,0.0,18.03,3.24,0.0
20230402:0309,0.0,0.0,0.0,18.01,3.59,0.0
20230402:0409,0.0,0.0,0.0,18.0,3.24,0.0
20230402:0509,0.0,0.0,0.0,18.06,3.17,0.0
20230402:0609,0.0,0.0,0.0,18.12,3.1,0.0
20230402:0709,1.75,6.71,2.31,18.21,3.1,0.0
20230402:0809,842.3,243.2,15.49,18.33,3.24,0.0
20230402:0909,2040.75,510.2,28.57,18.47,3.66,0.0
20230402:1009,3069.75,756.48,41.28,18.48,4.83,0.0
20230402:1109,3773.3,948.36,53.04,18.52,4.21,0.0
20230402:1209,4234.7,1085.31,62.47,18.55,3.79,0.0
20230402:1309,4324.1,1114.96,66.46,18.61,3.66,0.0
20230402:1409,4212.15,1074.96,62.51,18.57,4.07,0.0
20230402:1509,3750.8,940.72,53.11,18.51,4.34,0.0
20230402:1609,3008.9,742.37,41.36,18.42,4.55,0.0
20230402:1709,1999.85,498.98,28.65,18.4,4.48,0.0
20230402:1809,780.4,229.03,15.57,18.4,4.07,0.0
20230402:1909,5.1,8.34,2.39,18.4,3.93,0.0
20230402:2009,0.0,0.0,0.0,18.41,3.86,0.0
20230402:2109,0.0,0.0,0.0,18.43,4.14,0.0
20230402:2209,0.0,0.0,0.0,18.48,4.83,0.0
20230402:2309,0.0,0.0,0.0,18.4,3.17,0.0
20230403:0009,0.0,0.0,0.0,18.31,3.1,0.0
20230403:0109,0.0,0.0,0.0,18.2,3.17,0.0
20230403:0209,0.0,0.0,0.0,18.14,2.97,0.0
20230403:0309,0.0,0.0,0.0,18.14,3.03,0.0
20230403:0409,0.0,0.0,0.0,18.12,3.59,0.0
20230403:0509,0.0,0.0,0.0,18.08,4.21,0.0
20230403:0609,0.0,0.0,0.0,18.07,4.48,0.0
20230403:0709,3.7,7.67,2.56,18.08,4.83,0.0
20230403:0809,786.3,223.31,15.74,18.12,5.1,0.0
20230403:0909,1882.35,465.9,28.83,18.12,5.52,0.0
20230403:1009,3028.5,741.96,41.56,18.22,5.45,0.0
20230403:1109,3724.6,934.81,53.36,18.32,4.14,0.0
20230403:1209,4257.6,1075.09,62.84,18.33,4.97,0.0
20230403:1309,4401.8,1103.63,66.84,18.31,6.14,0.0
20230403:1409,4272.7,1063.68,62.81,18.23,6.48,0.0
20230403:1509,3804.4,936.3,53.31,18.21,6.55,0.0
20230403:1609,3000.5,730.41,41.51,18.22,6.62,0.0
20230403:1709,1915.65,473.67,28.78,18.24,6.83,0.0
20230403:1809,719.0,206.61,15.68,18.22,7.03,0.0
20230403:1909,7.2,9.27,2.51,18.15,6.48,0.0
20230403:2009,0.0,0.0,0.0,18.09,6.34,0.0
20230403:2109,0.0,0.0,0.0,18.12,6.69,0.0
20230403:2209,0.0,0.0,0.0,18.21,6.55,0.0
20230403:2309,0.0,0.0,0.0,18.18,6.9,0.0
20230404:0009,0.0,0.0,0.0,18.16,7.59,0.0
20230404:0109,0.0,0.0,0.0,18.11,8.07,0.0
20230404:0209,0.0,0.0,0.0,18.07,8.21,0.0
20230404:0309,0.0,0.0,0.0,18.06,8.34,0.0
20230404:0409,0.0,0.0,0.0,18.09,8.55,0.0
20230404:0509,0.0,0.0,0.0,18.03,8.9,0.0
20230404:0609,0.0,0.0,0.0,17.83,9.31,0.0
20230404:0709,7.7,9.73,2.81,17.44,9.66,0.0
20230404:0809,854.95,242.06,15.98,17.04,9.52,0.0
20230404:0909,2021.45,491.38,29.09,16.67,9.1,0.0
20230404:1009,2634.7,633.12,41.84,16.72,8.21,0.0
20230404:1109,3127.2,757.13,53.68,16.84,7.59,0.0
20230404:1209,4188.95,1022.87,63.21,16.79,8.07,0.0
20230404:1309,4116.0,1003.31,67.22,16.84,8.69,0.0
20230404:1409,3169.6,766.71,63.1,16.89,8.83,0.0
20230404:1509,3526.15,850.68,53.51,16.97,8.76,0.0
20230404:1609,2738.8,657.13,41.66,17.11,9.1,0.0
20230404:1709,1967.35,480.77,28.9,17.25,9.79,0.0
20230404:1809,760.95,221.1,15.79,17.35,9.52,0.0
20230404:1909,5.15,8.34,2.62,17.53,8.9,0.0
20230404:2009,0.0,0.0,0.0,17.58,8.62,0.0
20230404:2109,0.0,0.0,0.0,17.54,8.76,0.0
20230404:2209,0.0,0.0,0.0,17.63,6.62,0.0
20230404:2309,0.0,0.0,0.0,17.37,6.76,0.0
20230405:0009,0.0,0.0,0.0,17.27,8.34,0.0
20230405:0109,0.0,0.0,0.0,17.37,9.1,0.0
20230405:0209,0.0,0.0,0.0,17.59,9.31,0.0
20230405:0309,0.0,0.0,0.0,17.53,9.45,0.0
20230405:0409,0.0,0.0,0.0,17.41,9.66,0.0
20230405:0509,0.0,0.0,0.0,17.36,9.79,0.0
20230405:0609,0.0,0.0,0.0,17.46,9.24,0.0
20230405:0709,12.35,11.63,3.06,17.61,8.62,0.0
20230405:0809,606.3,168.25,16.23,18.0,9.24,0.0
20230405:0909,1894.85,463.64,29.34,18.11,9.79,0.0
20230405:1009,1812.15,441.22,42.11,17.89,9.66,0.0
20230405:1109,2506.75,607.62,53.99,17.97,9.03,0.0
20230405:1209,2881.5,699.7,63.57,18.04,9.24,0.0
20230405:1309,2155.05,524.69,67.6,18.02,10.0,0.0
20230405:1409,1720.55,421.46,63.39,18.04,10.62,0.0
20230405:1509,3035.95,731.67,53.71,17.99,10.41,0.0
20230405:1609,2694.65,647.61,41.8,17.85,9.86,0.0
20230405:1709,1853.0,454.85,29.02,17.76,9.38,0.0
20230405:1809,723.4,208.64,15.9,17.62,9.38,0.0
20230405:1909,5.15,8.34,2.73,17.48,9.38,0.0
20230405:2009,0.0,0.0,0.0,17.37,9.31,0.0
20230405:2109,0.0,0.0,0.0,17.36,8.9,0.0
20230405:2209,0.0,0.0,0.0,17.47,6.69,0.0
20230405:2309,0.0,0.0,0.0,17.49,6.69,0.0
20230406:0009,0.0,0.0,0.0,17.5,7.1,0.0
20230406:0109,0.0,0.0,0.0,17.52,7.38,0.0
20230406:0209,0.0,0.0,0.0,17.51,7.45,0.0
20230406:0309,0.0,0.0,0.0,17.45,7.17,0.0
20230406:0409,0.0,0.0,0.0,17.39,6.83,0.0
20230406:0509,0.0,0.0,0.0,17.33,6.48,0.0
20230406:0609,0.0,0.0,0.0,17.28,6.0,0.0
20230406:0709,17.45,13.54,3.31,17.25,5.79,0.0
20230406:0809,876.5,248.09,16.47,17.3,5.79,0.0
20230406:0909,2076.8,510.91,29.59,17.37,5.86,0.0
20230406:1009,3107.95,758.31,42.38,17.38,5.59,0.0
20230406:1109,3871.25,957.44,54.3,17.51,5.59,0.0
20230406:1209,4353.45,1086.0,63.94,17.63,6.07,0.0
20230406:1309,4482.4,1120.19,67.98,17.71,6.34,0.0
20230406:1409,4312.0,1072.36,63.67,17.78,6.41,0.0
20230406:1509,3809.35,937.44,53.91,17.8,6.28,0.0
20230406:1609,3031.35,738.57,41.95,17.83,6.14,0.0
20230406:1709,1982.4,490.89,29.14,17.87,6.0,0.0
20230406:1809,761.55,222.76,16.01,17.86,5.86,0.0
20230406:1909,9.45,10.2,2.85,17.79,5.79,0.0
20230406:2009,0.0,0.0,0.0,17.71,5.45,0.0
20230406:2109,0.0,0.0,0.0,17.68,5.17,0.0
20230406:2209,0.0,0.0,0.0,17.76,4.14,0.0
20230406:2309,0.0,0.0,0.0,17.67,3.66,0.0
20230407:0009,0.0,0.0,0.0,17.6,3.38,0.0
20230407:0109,0.0,0.0,0.0,17.49,3.1,0.0
20230407:0209,0.0,0.0,0.0,17.4,2.9,0.0
20230407:0309,0.0,0.0,0.0,17.32,3.03,0.0
20230407:0409,0.0,0.0,0.0,17.22,3.31,0.0
20230407:0509,0.0,0.0,0.0,17.13,3.79,0.0
20230407:0609,0.0,0.0,0.0,17.04,4.0,0.0
20230407:0709,22.3,15.54,3.55,16.97,4.07,0.0
20230407:0809,882.35,250.05,16.72,16.99,4.0,0.0
20230407:0909,2059.85,510.44,29.84,17.06,3.86,0.0
20230407:1009,3023.9,753.15,42.65,17.12,2.76,0.0
20230407:1109,3774.7,949.86,54.6,17.13,3.45,0.0
20230407:1209,4280.2,1082.74,64.3,16.99,4.21,0.0
20230407:1309,4319.7,1092.5,68.36,16.84,4.34,0.0
20230407:1409,4013.2,1008.5,63.95,16.8,4.21,0.0
20230407:1509,3321.7,821.36,54.1,16.84,4.34,0.0
20230407:1609,2789.85,681.91,42.09,16.92,4.69,0.0
20230407:1709,1042.25,264.03,29.26,17.01,4.76,0.0
20230407:1809,312.05,91.99,16.12,17.05,4.62,0.0
20230407:1909,3.2,7.42,2.96,17.07,4.28,0.0
20230407:2009,0.0,0.0,0.0,17.05,3.86,0.0
20230407:2109,0.0,0.0,0.0,17.08,3.38,0.0
20230407:2209,0.0,0.0,0.0,17.02,1.72,0.0
20230407:2309,0.0,0.0,0.0,16.99,1.59,0.0
20230408:0009,0.0,0.0,0.0,16.95,2.14,0.0
20230408:0109,0.0,0.0,0.0,16.85,2.83,0.0
20230408:0209,0.0,0.0,0.0,16.75,3.17,0.0
20230408:0309,0.0,0.0,0.0,16.68,2.97,0.0
20230408:0409,0.0,0.0,0.0,16.56,2.69,0.0
20230408:0509,0.0,0.0,0.0,16.4,2.97,0.0
20230408:0609,0.0,0.0,0.0,16.39,3.52,0.0
20230408:0709,25.7,16.4,3.79,16.4,3.86,0.0
20230408:0809,744.6,205.86,16.96,16.44,4.21,0.0
20230408:0909,1680.05,414.75,30.09,16.51,4.55,0.0
20230408:1009,2413.7,587.61,42.92,16.39,4.9,0.0
20230408:1109,3521.05,866.34,54.9,16.38,4.9,0.0
20230408:1209,2435.25,596.38,64.66,16.32,5.03,0.0
20230408:1309,2772.4,680.69,68.73,16.26,4.9,0.0
20230408:1409,2465.05,603.91,64.23,16.27,4.9,0.0
20230408:1509,2577.45,629.99,54.28,16.37,4.9,0.0
20230408:1609,2114.6,515.94,42.23,16.5,4.9,0.0
20230408:1709,1584.4,392.95,29.37,16.6,4.76,0.0
20230408:1809,564.7,158.46,16.23,16.66,4.62,0.0
20230408:1909,11.85,11.13,3.07,16.71,4.34,0.0
20230408:2009,0.0,0.0,0.0,16.72,4.28,0.0
20230408:2109,0.0,0.0,0.0,16.8,4.34,0.0
20230408:2209,0.0,0.0,0.0,16.91,2.69,0.0
20230408:2309,0.0,0.0,0.0,16.9,2.9,0.0
20230409:0009,0.0,0.0,0.0,16.88,3.31,0.0
20230409:0109,0.0,0.0,0.0,16.88,3.66,0.0
20230409:0209,0.0,0.0,0.0,16.89,3.72,0.0
20230409:0309,0.0,0.0,0.0,16.84,4.0,0.0
20230409:0409,0.0,0.0,0.0,16.77,4.14,0.0
20230409:0509,0.0,0.0,0.0,16.69,4.14,0.0
20230409:0609,0.0,0.0,0.0,16.69,4.14,0.0
20230409:0709,22.95,15.47,4.03,16.65,4.0,0.0
20230409:0809,664.4,182.4,17.19,16.73,4.14,0.0
20230409:0909,1929.8,475.13,30.33,16.74,4.9,0.0
20230409:1009,2633.65,640.83,43.18,17.02,5.59,0.0
20230409:1109,3322.1,813.05,55.2,17.09,6.0,0.0
20230409:1209,4071.55,1011.27,65.02,17.26,5.79,0.0
20230409:1309,3806.6,948.75,69.1,17.53,5.31,0.0
20230409:1409,3648.15,908.98,64.51,17.79,5.03,0.0
20230409:1509,3609.95,895.26,54.47,17.96,4.97,0.0
20230409:1609,2674.25,654.65,42.36,17.89,5.17,0.0
20230409:1709,1975.55,490.82,29.49,17.79,5.24,0.0
20230409:1809,728.15,212.5,16.34,17.8,5.31,0.0
20230409:1909,16.6,12.98,3.19,17.84,5.38,0.0
20230409:2009,0.0,0.0,0.0,18.01,5.59,0.0
20230409:2109,0.0,0.0,0.0,18.24,5.59,0.0
20230409:2209,0.0,0.0,0.0,18.22,5.1,0.0
20230409:2309,0.0,0.0,0.0,18.17,4.62,0.0
20230410:0009,0.0,0.0,0.0,18.29,5.03,0.0
20230410:0109,0.0,0.0,0.0,18.26,5.86,0.0
20230410:0209,0.0,0.0,0.0,18.27,6.0,0.0
20230410:0309,0.0,0.0,0.0,18.35,6.21,0.0
20230410:0409,0.0,0.0,0.0,18.37,6.41,0.0
20230410:0509,0.0,0.0,0.0,18.4,6.0,0.0
20230410:0609,0.0,0.0,0.0,18.48,4.48,0.0
20230410:0709,38.45,21.27,4.27,18.59,3.03,0.0
20230410:0809,868.45,247.68,17.43,18.93,2.41,0.0
20230410:0909,1975.55,499.74,30.57,19.36,2.28,0.0
20230410:1009,2947.85,746.64,43.43,19.77,2.34,0.0
20230410:1109,3629.5,944.9,55.5,20.18,2.0,0.0
20230410:1209,4104.2,1081.64,65.37,20.61,2.48,0.0
20230410:1309,4226.7,1096.18,69.47,20.83,3.86,0.0
20230410:1409,4066.0,1036.51,64.78,20.78,4.83,0.0
20230410:1509,3589.15,899.01,54.65,20.62,5.31,0.0
20230410:1609,2806.95,694.98,42.5,20.46,5.31,0.0
20230410:1709,1783.75,448.51,29.6,20.28,5.38,0.0
20230410:1809,675.95,196.7,16.45,19.99,5.17,0.0
20230410:1909,11.6,11.13,3.3,19.73,4.97,0.0
20230410:2009,0.0,0.0,0.0,19.58,4.76,0.0
20230410:2109,0.0,0.0,0.0,19.38,4.69,0.0
20230410:2209,0.0,0.0,0.0,19.56,5.72,0.0
20230410:2309,0.0,0.0,0.0,19.38,5.1,0.0
20230411:0009,0.0,0.0,0.0,19.26,4.69,0.0
20230411:0109,0.0,0.0,0.0,19.27,3.72,0.0
20230411:0209,0.0,0.0,0.0,19.28,2.55,0.0
20230411:0309,0.0,0.0,0.0,19.16,2.14,0.0
20230411:0409,0.0,0.0,0.0,18.89,2.9,0.0
20230411:0509,0.0,0.0,0.0,18.68,3.38,0.0
20230411:0609,0.0,0.0,0.0,18.58,3.45,0.0
20230411:0709,43.7,23.19,4.51,18.57,3.31,0.0
20230411:0809,907.45,257.95,17.66,18.65,3.17,0.0
20230411:0909,1963.0,492.04,30.81,18.76,3.17,0.0
20230411:1009,2947.8,745.93,43.69,18.9,2.07,0.0
20230411:1109,3671.2,942.89,55.79,18.95,2.48,0.0
20230411:1209,4104.1,1055.57,65.72,19.07,3.45,0.0
20230411:1309,4120.55,1049.74,69.84,19.16,4.41,0.0
20230411:1409,4059.75,1033.35,65.04,19.22,4.21,0.0
20230411:1509,3139.35,784.08,54.83,19.18,4.28,0.0
20230411:1609,2446.8,605.46,42.63,19.12,4.34,0.0
20230411:1709,1740.5,436.33,29.71,19.08,4.76,0.0
20230411:1809,667.75,192.54,16.56,19.05,5.03,0.0
20230411:1909,27.0,16.69,3.41,18.9,4.97,0.0
20230411:2009,0.0,0.0,0.0,18.77,4.97,0.0
20230411:2109,0.0,0.0,0.0,18.74,3.66,0.0
20230411:2209,0.0,0.0,0.0,18.78,1.86,0.0
20230411:2309,0.0,0.0,0.0,18.86,3.03,0.0
20230412:0009,0.0,0.0,0.0,18.75,4.28,0.0
20230412:0109,0.0,0.0,0.0,18.64,2.9,0.0
20230412:0209,0.0,0.0,0.0,18.74,1.72,0.0
20230412:0309,0.0,0.0,0.0,18.86,1.79,0.0
20230412:0409,0.0,0.0,0.0,18.75,1.66,0.0
20230412:0509,0.0,0.0,0.0,18.87,1.66,0.0
20230412:0609,0.0,0.0,0.0,19.12,2.21,0.0
20230412:0709,5.7,8.63,4.74,19.37,2.34,0.0
20230412:0809,603.55,167.39,17.89,19.04,2.69,0.0
20230412:0909,2020.6,506.39,31.04,18.74,3.17,0.0
